source,score,level
Gene1026__MTR,-0.8825992231397333,1
Gene10490__GPT2,-0.14705454318975525,1
Gene10490__GPT2_reverse,-0.00553437240297016,1
Gene109__SLC29A1,-1.5269944598564422,1
Gene114__ADSL,1.0020662758134244,1
Gene1199__GOT2,-0.1470545431897553,1
Gene1199__GOT2_reverse,0.7490193552988074,1
Gene1397__SDHA_SDHD_SDHC_SDHB,1.002066275813425,1
Gene1433__TMLHE,0.03816174132217042,1
Gene1493__SLC29A1,-0.07321791758784593,1
Gene1551__orphanReacr0156,-2.068124291505452,1
Gene1598__orphanReacr0480,0.3380427327178729,1
Gene1598__orphanReacr0480_reverse,0.6228471090232037,1
Gene1664__orphanReacr0788_reverse,0.6228471090232037,1
Gene1665__orphanReacr0789_reverse,0.6228471090232037,1
Gene1684__orphanReacr0907_reverse,-0.9848211797444586,1
Gene1766__orphanReacr1435,1.424715596267113,1
Gene1767__orphanReacr1437,-0.3636979660624055,1
Gene177300002__orphanReacPHEt2m,1.0616214298746347,1
Gene178__GOT2,-0.1470545431897553,1
Gene2341__PRDX6_reverse,-0.1394380329695048,1
Gene241__CDIPT,0.6836694847215218,1
Gene241__CDIPT_reverse,-1.1085268921471028,1
Gene2730__orphanReacAHCYStm,0.33804273271787294,1
Gene330__CMPK1_reverse,0.6836694847215218,1
Gene3422__orphanReacALAARGCYSr,-1.723920909824963,1
Gene3423__orphanReacGLYTYRLYSr,-0.37505213517029246,1
Gene3426__orphanReacHISGLUGLNr,0.38401430249030605,1
Gene3429__orphanReacALAASNLEUr,-1.4863317391019817,1
Gene3437__orphanReacHISMETGLNr,-0.04427654094673096,1
Gene3450__orphanReacARGPROMETr,-1.253221387656451,1
Gene3457__orphanReacASPALAARGr,-0.8082773970622538,1
Gene3462__orphanReacASPGLUPROr,-0.07698506402034708,1
Gene3466__orphanReacMETASNTYRr,-0.18954303040879592,1
Gene3468__orphanReacASPHISCYSr,0.0393915787680735,1
Gene3469__orphanReacASPHISPROr,-0.25329798158458694,1
Gene3474__orphanReacCYSASNMETr,-0.7573642332856576,1
Gene3480__orphanReacCYSASPPHEr,0.9239370310970574,1
Gene3483__orphanReacCYSGLUTRPr,-0.36377270422023567,1
Gene3484__orphanReacCYSLEUTHRr,0.019209386102514527,1
Gene3485__orphanReacCYSSERMETr,0.09581223564251462,1
Gene3490__orphanReacCYSTYRASNr,0.1117383741245966,1
Gene3496__orphanReacPROHISTYRr,-0.41607106982602626,1
Gene3503__orphanReacGLUMETr,-0.7325012566271092,1
Gene3510__orphanReacPROVALGLNr,0.2757960616181857,1
Gene3521__orphanReacSERGLYGLUr,0.07629291961407195,1
Gene3525__orphanReacTHRGLNTYRr,1.328851517797635,1
Gene3531__orphanReacTHRMETARGr,-0.34740040385982385,1
Gene3532__orphanReacTHRTYRMETr,0.06664103306010782,1
Gene3538__orphanReacTRPALAPROr,-2.1077326256740907,1
Gene3556__orphanReacTYRALAr,-1.0092159180154372,1
Gene3558__orphanReacTYRCYSTHRr,0.368213660076011,1
Gene3565__orphanReacTYRVALMETr,-0.19696134663853865,1
Gene3572__orphanReacTRPGLYASPr,-0.17725039203913232,1
Gene3636__GOT1,-0.14705454318975525,1
Gene3636__GOT1_reverse,0.6233724887921905,1
Gene3656__CTPS1,-0.14705454318975525,1
Gene3777__TALDO1,-2.691025242550705,1
Gene4741__FH,1.0020662758134244,1
Gene5473__GOT2,-0.1470545431897553,1
Gene5557__ADA,-0.5438707222036098,1
Gene5592__GPT2,-0.14705454318975525,1
Gene5592__GPT2_reverse,-1.45537425498125,1
Gene5633__orphanReacASNtm,-0.04709645289886101,1
Gene5761__GOT1,-0.14705454318975525,1
Gene5761__GOT1_reverse,-0.262805723860307,1
Gene5767__SLC29A1,0.6177576962751179,1
Gene5909__GOT2,-0.1470545431897553,1
Gene6248__PLD2,-1.1085268921471028,1
Gene6254__PLD2,1.4247155962671127,1
Gene6581__orphanReac3MHISc,0.3380427327178729,1
Gene6581__orphanReac3MHISc_reverse,0.12334250040307544,1
Gene6630__orphanReacMETTRANSc,-2.068124291505452,1
Gene6630__orphanReacMETTRANSc_reverse,-0.8825992231397333,1
Gene7093__orphanReacASNMETPROr,-1.0550730977158196,1
Gene7094__orphanReacASNPHEASPr,1.113206968506388,1
Gene7095__orphanReacASNPHECYSr,0.3767841580445138,1
Gene7096__orphanReacASNTYRGLYr,-0.3359464410150102,1
Gene7097__orphanReacASNTYRPHEr,0.9471640763556383,1
Gene7099__orphanReacASPASNGLUr,0.4012322134900789,1
Gene7102__orphanReacCYSGLNMETr,0.005257422389722832,1
Gene7103__orphanReacCYSGLUHISr,-0.5623983309482808,1
Gene7105__orphanReacGLNHISLYSr,0.5725255397731667,1
Gene7106__orphanReacGLNPROGLUr,0.14059428209976854,1
Gene7110__orphanReacGLUMETHISr,-0.8669257040433986,1
Gene7112__orphanReacGLUTRPALAr,-1.5610126458380422,1
Gene7113__orphanReacGLYHISASNr,-0.9561381594563728,1
Gene7220__CAD,-0.14705454318975525,1
Gene7285__PGLS,1.1547401578468324,1
Gene7290__orphanReacHISGLNALAr,-0.7088494363629357,1
Gene7292__orphanReacHISLYSALAr,-1.7881247957455533,1
Gene7313__orphanReacLYSGLNPHEr,1.6721872738588615,1
Gene7319__PSAT1,0.3222732473232255,1
Gene7326__SRM,-0.0356568874992038,1
Gene7328__TKT_reverse,-2.691025242550705,1
Gene7329__orphanReacMETGLNTYRr,0.5713949068373178,1
Gene7330__orphanReacMETGLYARGr,-1.4488314215963274,1
Gene7334__orphanReacPHEASNMETr,0.075187376165741407,1
Gene7347__GOT1,-0.14705454318975525,1
Gene7347__GOT1_reverse,0.7490193552988068,1
Gene7350__GOT1,-0.14705454318975525,1
Gene7350__GOT1_reverse,0.4247421747852479,1
Gene7356__orphanReacPHETYRGLNr,1.7365615408345993,1
Gene7359__orphanReacPROASNCYSr,-0.7486115389767298,1
Gene7363__orphanReacSERARGALAr,-0.43046133727176844,1
Gene7367__orphanReacTHRGLNGLUr,0.8792162673994564,1
Gene7370__orphanReacTHRSERARGr,1.2932111219249318,1
Gene7387__orphanReacTRPGLUGLYr,-0.912832490465156,1
Gene7401__orphanReacTYRALAPHEr,-0.20731378113000487,1
Gene7423__orphanReacTYRCYSGLYr,-0.5218629546463617,1
Gene7547__GFPT1,-0.14705454318975525,1
Gene7548__SHMT1,-1.137685104053384,1
Gene7548__SHMT1_reverse,1.4247155962671127,1
Gene756__GAMT,0.3380427327178729,1
Gene756__GAMT_reverse,0.6228471090232037,1
Gene7572__GMPS,0.5454133708955607,1
Gene7700__PPAT,-0.14705454318975525,1
Gene7717__ACOT7,0.32812147821403903,1
Gene8417__THRA,-1.137685104053384,1
Gene9058__GCLC_GCLM,-0.007528419210205679,1
Gene9339__OAT,-0.1470545431897553,1
Gene9340__UMPS_reverse,0.826972591817336,1
Gene9388__PCK2,-1.4951054737997331,1
Gene942__BCAT2,-0.1470545431897553,1
Gene9440__PTDSS2_reverse,1.4247155962671127,1
Gene9616__GOT2_reverse,-0.1470545431897553,1
Gene9641__BCAT2,-0.1470545431897553,1
Gene965__GOT1,-0.14705454318975525,1
Gene965__GOT1_reverse,-0.00553437240297016,1
Gene9683__GPT2,-0.1470545431897553,1
Gene9683__GPT2_reverse,-1.4553742549812518,1
Gene9685__NIT2,-0.00553437240297016,1
Gene974__BCAT2,-0.1470545431897553,1
Gene9891__orphanReacMETtm,-0.8825992231397339,1
Gene9892__orphanReacthr_mt,0.3907559332169115,1
parent_of_Metab__HMDB0000050_c1,-1.5269944598564402,1
parent_of_Metab__HMDB0000050_c1_____Metab__HMDB0000742_c1,-0.4775029171585089,1
parent_of_Metab__HMDB0000051_m1_____Metab__HMDB0000208_m1,-0.005534372402970149,1
parent_of_Metab__HMDB0000089_c1,0.6177576962751178,1
parent_of_Metab__HMDB0000094_c1,0.5435133702537354,1
parent_of_Metab__HMDB0000094_m1,0.5435133702537355,1
parent_of_Metab__HMDB0000095_c1,0.6836694847215218,1
parent_of_Metab__HMDB0000095_c1_____Metab__pe_hs_c1,0.6836694847215218,1
parent_of_Metab__HMDB0000099_c1,2.4252844151484996,1
parent_of_Metab__HMDB0000123_c1,-1.137685104053384,1
parent_of_Metab__HMDB0000123_c1_____Metab__HMDB0000159_c1,-0.05280831441025678,1
parent_of_Metab__HMDB0000123_c1_____Metab__HMDB0000161_c1,-2.3158257409503324,1
parent_of_Metab__HMDB0000123_c1_____Metab__HMDB0000162_c1,-1.437847315750044,1
parent_of_Metab__HMDB0000123_c1_____Metab__HMDB0000177_c1,-1.1318754859616837,1
parent_of_Metab__HMDB0000123_c1_____Metab__HMDB0000574_c1,-1.070088955093878,1
parent_of_Metab__HMDB0000123_m1,-1.1376851040533844,1
parent_of_Metab__HMDB0000125_c1,0.8214940399320078,1
parent_of_Metab__HMDB0000133_c1,-0.8705435517148001,1
parent_of_Metab__HMDB0000134_c1,1.0020662758134244,1
parent_of_Metab__HMDB0000134_m1,1.002066275813425,1
parent_of_Metab__HMDB0000148_c1,-0.14705454318975525,1
parent_of_Metab__HMDB0000148_c1_____Metab__HMDB0000162_c1,-0.7218657177611829,1
parent_of_Metab__HMDB0000148_c1_____Metab__HMDB0000167_c1,0.1732860685763417,1
parent_of_Metab__HMDB0000148_c1_____Metab__HMDB0000168_c1,-0.1382510428066144,1
parent_of_Metab__HMDB0000148_c1_____Metab__HMDB0000177_c1,-0.4242077204152039,1
parent_of_Metab__HMDB0000148_c1_____Metab__HMDB0000641_c1,0.7889209167279773,1
parent_of_Metab__HMDB0000148_m1,-0.1470545431897553,1
parent_of_Metab__HMDB0000156_c1,1.2744217004678393,1
parent_of_Metab__HMDB0000156_m1,1.2744217004678398,1
parent_of_Metab__HMDB0000158_c1_____Metab__HMDB0000159_c1,1.1898511065190016,1
parent_of_Metab__HMDB0000158_c1_____Metab__HMDB0000167_c1,0.7085831394558145,1
parent_of_Metab__HMDB0000158_c1_____Metab__HMDB0000167_c1_____Metab__HMDB0000168_c1,0.5542428914500829,1
parent_of_Metab__HMDB0000158_c1_____Metab__HMDB0000187_c1,1.4494213384217212,1
parent_of_Metab__HMDB0000158_c1_____Metab__HMDB0000641_c1,1.3347649211410437,1
parent_of_Metab__HMDB0000159_c1,1.061621429874634,1
parent_of_Metab__HMDB0000159_c1_____Metab__HMDB0000161_c1,-0.6824071994404579,1
parent_of_Metab__HMDB0000159_c1_____Metab__HMDB0000162_c1,0.13550165855193666,1
parent_of_Metab__HMDB0000159_c1_____Metab__HMDB0000167_c1,1.0357009921899127,1
parent_of_Metab__HMDB0000159_c1_____Metab__HMDB0000177_c1,0.4316093102100908,1
parent_of_Metab__HMDB0000159_c1_____Metab__HMDB0000187_c1,1.7893464373110737,1
parent_of_Metab__HMDB0000159_c1_____Metab__HMDB0000191_c1,1.3943399176080498,1
parent_of_Metab__HMDB0000159_c1_____Metab__HMDB0000696_c1,0.12498007105266788,1
parent_of_Metab__HMDB0000161_c1,-2.068124291505452,1
parent_of_Metab__HMDB0000161_c1_____Metab__HMDB0000167_c1,-1.163179009303539,1
parent_of_Metab__HMDB0000161_m1,-2.0681242915054523,1
parent_of_Metab__HMDB0000162_c1,-0.8675888208537527,1
parent_of_Metab__HMDB0000162_c1_____Metab__HMDB0000167_c1,-0.33685656531022573,1
parent_of_Metab__HMDB0000162_c1_____Metab__HMDB0000177_c1,-0.9392904107726617,1
parent_of_Metab__HMDB0000162_c1_____Metab__HMDB0000191_c1,0.011080240266731496,1
parent_of_Metab__HMDB0000162_c1_____Metab__HMDB0000574_c1,-0.8779992912890459,1
parent_of_Metab__HMDB0000162_m1,-0.8675888208537531,1
parent_of_Metab__HMDB0000167_c1,0.39075593321691143,1
parent_of_Metab__HMDB0000167_c1_____Metab__HMDB0000177_c1,-0.041028129474516714,1
parent_of_Metab__HMDB0000168_c1,-0.047096452898861,1
parent_of_Metab__HMDB0000168_c1_____Metab__HMDB0000177_c1,-0.35281840067919257,1
parent_of_Metab__HMDB0000168_c1_____Metab__HMDB0000191_c1,0.5935461192222171,1
parent_of_Metab__HMDB0000177_c1,-0.44858830411225603,1
parent_of_Metab__HMDB0000177_c1_____Metab__HMDB0000187_c1,0.6835619685330613,1
parent_of_Metab__HMDB0000177_c1_____Metab__HMDB0000191_c1,0.3068435428560587,1
parent_of_Metab__HMDB0000177_c1_____Metab__HMDB0000574_c1,-0.579073886875451,1
parent_of_Metab__HMDB0000177_c1_____Metab__HMDB0000696_c1,-0.9500071397906011,1
parent_of_Metab__HMDB0000187_c1,1.4247155962671127,1
parent_of_Metab__HMDB0000187_c1_____Metab__HMDB0000574_c1,0.7444492744200082,1
parent_of_Metab__HMDB0000187_m1_____Metab__HMDB0001846_m1,1.424715596267113,1
parent_of_Metab__HMDB0000190_c1,0.08349740647951294,1
parent_of_Metab__HMDB0000190_m1,0.08349740647951294,1
parent_of_Metab__HMDB0000195_c1,-0.5438707222036098,1
parent_of_Metab__HMDB0000208_c1,-0.00553437240297016,1
parent_of_Metab__HMDB0000208_m1,-0.005534372402970149,1
parent_of_Metab__HMDB0000211_c1,-1.1085268921471028,1
parent_of_Metab__HMDB0000254_c1,0.03816174132217042,1
parent_of_Metab__HMDB0000254_c1_____Metab__HMDB0000725_c1,0.08853203286912105,1
parent_of_Metab__HMDB0000254_m1,0.03816174132217041,1
parent_of_Metab__HMDB0000254_m1_____Metab__HMDB0000725_m1,0.08853203286912112,1
parent_of_Metab__HMDB0000263_c1,-1.495105473799733,1
parent_of_Metab__HMDB0000263_m1,-1.4951054737997331,1
parent_of_Metab__HMDB0000574_c1,-0.36369796606240545,1
parent_of_Metab__HMDB0000641_c1,1.2641256183053846,1
parent_of_Metab__HMDB0000641_m1,1.2641256183053853,1
parent_of_Metab__HMDB0000696_c1,-0.8825992231397333,1
parent_of_Metab__HMDB0000725_c1,0.08616698782018425,1
parent_of_Metab__HMDB0000725_m1,0.0861669878201843,1
parent_of_Metab__HMDB0000939_c1,0.3380427327178729,1
parent_of_Metab__HMDB0000939_c1_____Metab__M00213_c1,0.3380427327178729,1
parent_of_Metab__HMDB0000939_c1_____Metab__Ndmelys_c1,0.3380427327178729,1
parent_of_Metab__HMDB0000939_c1_____Metab__Ntmelys_c1,0.3380427327178729,1
parent_of_Metab__HMDB0001173_c1,0.850709693998075,1
parent_of_Metab__HMDB0001185_c1,0.6228471090232037,1
parent_of_Metab__HMDB0001294_c1,-0.05461512318895407,1
parent_of_Metab__HMDB0001325_c1,1.0530885771771235,1
parent_of_Metab__HMDB0001397_c1,0.9167667720482797,1
parent_of_Metab__HMDB0001401_c1,0.21707213642098258,1
parent_of_Metab__HMDB0001401_c1_____Metab__HMDB0001508_c1,0.21707213642098258,1
parent_of_Metab__HMDB0001401_c1_____Metab__HMDB0003335_c1,0.21707213642098258,1
parent_of_Metab__HMDB0001414_c1,-0.9848211797444578,1
ADSL,1.6808692392847784,2
AHCYL1,-0.02773107657669191,2
CAD,-0.10601535783263383,2
CBS,1.7272600380540382,2
CTPS1,-0.10601535783263374,2
ENO1,-1.6223844900402047,2
FH,2.990662517394175,2
G6PD,0.30113166113878653,2
GAMT,0.8453533716733,2
GLUL,1.47869121475848,2
GPI,0.30113166113878653,2
HK1,0.5240792210554849,2
HK2,0.5240792210554849,2
IDH1,0.07398919001266593,2
IDH2,0.052203586281304996,2
IREB2,0.6666737937016948,2
KMT2A,0.7600005453780687,2
KMT5A,0.7600005453780687,2
LDHA,0.21508265493532153,2
MDH1,2.1227741381722987,2
Metab__3htmelys_c,-1.2174510152142406,2
Metab__3mhis_c,0.19630098811596475,2
Metab__4mtob_c,-0.9300928048211456,2
Metab__HC02056_c,0.8239399076583347,2
Metab__HC02057_c,0.8239399076583348,2
Metab__HMDB0000019_m,0.052203586281304996,2
Metab__HMDB0000050_e,-1.6586687060227367,2
Metab__HMDB0000051_c,0.9529719221550315,2
Metab__HMDB0000051_m,-0.10601535783263395,2
Metab__HMDB0000064_c,0.7556625935177154,2
Metab__HMDB0000072_m,0.6666737937016949,2
Metab__HMDB0000082_c,0.8239399076583347,2
Metab__HMDB0000089_e,0.7499515297484972,2
Metab__HMDB0000095_g,0.8239399076583347,2
Metab__HMDB0000097_c,1.6611489068341894,2
Metab__HMDB0000099_e,2.81760728479961,2
Metab__HMDB0000123_e,-1.2174510152142406,2
Metab__HMDB0000123_r,-1.2174510152142406,2
Metab__HMDB0000123_x,-1.2174510152142406,2
Metab__HMDB0000128_c,0.43649616909996153,2
Metab__HMDB0000133_e,-0.9165392002344483,2
Metab__HMDB0000149_c,1.661148906834189,2
Metab__HMDB0000156_e,1.4903692743328931,2
Metab__HMDB0000156_x,1.4903692743328931,2
