source,target,sign,consistency
AKR1B1,Enzyme1338__AKR1B1,1,TRUE
AKR1B1,Enzyme156__AKR1B1,1,TRUE
AURKB,NPM1,1,TRUE
AURKB,RB1,1,TRUE
AURKB,TP53,-1,TRUE
BCL2L1,TP53,-1,TRUE
BCL6,TP53,-1,TRUE
BRCA1,NPM1,1,TRUE
BRCA1,TP53,-1,TRUE
BRD4,CDK9,1,TRUE
BRD4,EP300,1,TRUE
BRD4,MYC,-1,TRUE
BSG,Enzyme757700002__BSG,1,TRUE
CAV1,BSG,-1,TRUE
CCNA2,E2F1,1,TRUE
CCNA2,RB1,-1,TRUE
CCNA2,TP53,1,TRUE
CCND1,CDK4,1,TRUE
CCND1,CDK6,1,TRUE
CCND1,RB1,-1,TRUE
CDK4,BRCA1,-1,TRUE
CDK4,PRKAR1A,1,TRUE
CDK4,RB1,-1,TRUE
CDK6,CDKN1A,-1,TRUE
CDK6,RB1,-1,TRUE
CDK9,TP53,1,TRUE
CDKN1A,CCNA2,-1,TRUE
CDKN1A,CCND1,-1,TRUE
CHEK1,E2F3,1,TRUE
CHEK1,MDM4,-1,TRUE
CHEK1,PTTG1,1,TRUE
CHEK1,TP53,1,TRUE
CREB1,TP53,1,TRUE
DDX5,TP53,1,TRUE
E2F1,CHEK1,1,TRUE
E2F1,FGFR1,1,TRUE
E2F1,PTTG1,1,TRUE
E2F1,TP53,1,TRUE
E2F1,TP53BP1,1,TRUE
E2F3,CCNA2,1,TRUE
ELAVL1,BRCA1,-1,TRUE
ELAVL1,CCNA2,1,TRUE
ELAVL1,DUSP1,1,TRUE
ELAVL1,MYC,-1,TRUE
ELAVL1,TP53,1,TRUE
ELAVL1,TRIB3,1,TRUE
EP300,BCL6,-1,TRUE
EP300,CCND1,1,TRUE
EP300,DDX5,1,TRUE
EP300,DUSP1,1,TRUE
EP300,HDAC6,-1,TRUE
EP300,MYC,-1,TRUE
EP300,PARP1,1,TRUE
EP300,TP53,1,TRUE
FGFR1,LDHA,1,TRUE
Enzyme1016100002__SLC16A1,Metab__L-Lactic acid_e,1,TRUE
Enzyme1016500002__SLC16A1,Metab__L-Lactic acid_e,1,TRUE
Enzyme1016700002__SLC16A1,Metab__L-Lactic acid_e,1,TRUE
Enzyme1338__AKR1B1,Metab__D-Glucitol_c,1,TRUE
Enzyme156__AKR1B1,Metab__L-Arabitol_c,1,TRUE
Enzyme222200002__SLC16A1,Metab__L-Lactic acid_c,1,TRUE
Enzyme2759__orphanReacLACLt,Metab__L-Lactic acid_c,1,TRUE
Enzyme2970__orphanReacC05953t_TRANSPORTER3_reverse,Metab__L-Lactic acid_e,1,TRUE
Enzyme2972__orphanReacC06439t_TRANSPORTER3_reverse,Metab__L-Lactic acid_e,1,TRUE
Enzyme7338__LDHA_reverse,Metab__L-Lactic acid_c,1,TRUE
Enzyme757700002__BSG,Metab__L-Lactic acid_c,1,TRUE
Enzyme9172__LDHA_reverse,Metab__L-Lactic acid_m,1,TRUE
Enzyme918200002__SLC16A1,Metab__L-Lactic acid_m,1,TRUE
Enzyme9694__LDHA,Metab__2-Oxopropanoic acid_x,1,TRUE
Enzyme9694__LDHA_reverse,Metab__L-Lactic acid_x,1,TRUE
Enzyme9694__LDHB,Metab__2-Oxopropanoic acid_x,1,TRUE
Enzyme9694__LDHB_reverse,Metab__L-Lactic acid_x,1,TRUE
HDAC6,ELAVL1,-1,TRUE
HDAC6,HSP90AA1,1,TRUE
